Index,System Time,Time Stamp,Channel,Direction,Frame ID,Type,Format,DLC,Data
00356,="23:43:04.473",0x81EC4F,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 08 20 85 
00357,="23:43:04.473",0x81EC54,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 08 20 12 11 12 
00358,="23:43:04.473",0x81EC59,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 12 12 13 00 00 00 00 
00359,="23:43:04.473",0x81EC5E,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00360,="23:43:04.473",0x81EC63,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00361,="23:43:04.473",0x81EC67,ch1,Receive,0x0544,Data,Standard,0x06,x| 00 00 00 00 00 F2 
00362,="23:43:05.522",0x821497,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00363,="23:43:06.542",0x823CE4,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00364,="23:43:06.542",0x823CE8,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 09 04 6A 
00365,="23:43:06.542",0x823CED,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 09 04 C0 3F 01 
00366,="23:43:06.542",0x823CF0,ch1,Receive,0x0544,Data,Standard,0x02,x| 00 6B 
00367,="23:43:07.592",0x826531,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00368,="23:43:07.592",0x826535,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 0A 04 6B 
00369,="23:43:07.592",0x826544,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 0A 04 00 00 00 
00370,="23:43:07.592",0x826546,ch1,Receive,0x0544,Data,Standard,0x02,x| 00 6C 
00371,="23:43:08.611",0x828D7E,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00372,="23:43:08.611",0x828D82,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 0D 04 6E 
00373,="23:43:08.611",0x828D90,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 0D 04 61 00 00 
00374,="23:43:08.611",0x828D92,ch1,Receive,0x0544,Data,Standard,0x02,x| 00 D0 
00375,="23:43:09.661",0x82B5CA,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00376,="23:43:10.681",0x82DE17,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00377,="23:43:11.702",0x830664,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00378,="23:43:12.751",0x832EB1,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00379,="23:43:12.751",0x832EB5,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 0E 04 6F 
00380,="23:43:12.751",0x832EC1,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 0E 04 64 00 00 
00381,="23:43:12.751",0x832EC4,ch1,Receive,0x0544,Data,Standard,0x02,x| 00 D4 
00382,="23:43:13.772",0x8356FE,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00383,="23:43:14.822",0x837F4A,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00384,="23:43:14.822",0x837F4E,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 24 20 A1 
00385,="23:43:14.822",0x837F5D,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 24 20 FB 0F F9 
00386,="23:43:14.822",0x837F61,ch1,Receive,0x0544,Data,Standard,0x08,x| 0F F9 0F FC 0F FC 0F FA 
00387,="23:43:14.822",0x837F66,ch1,Receive,0x0544,Data,Standard,0x08,x| 0F F4 0F FB 0F FB 0F FB 
00388,="23:43:14.822",0x837F6B,ch1,Receive,0x0544,Data,Standard,0x08,x| 0F F7 0F FC 0F FC 0F FD 
00389,="23:43:14.822",0x837F6F,ch1,Receive,0x0544,Data,Standard,0x06,x| 0F FD 0F 03 10 43 
00390,="23:43:15.841",0x83A797,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00391,="23:43:16.892",0x83CFE4,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00392,="23:43:16.892",0x83CFE8,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 25 20 A2 
00393,="23:43:16.892",0x83CFF3,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 25 20 06 10 06 
00394,="23:43:16.892",0x83CFF8,ch1,Receive,0x0544,Data,Standard,0x08,x| 10 03 10 03 10 00 00 00 
00395,="23:43:16.892",0x83CFFD,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00396,="23:43:16.892",0x83D002,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00397,="23:43:16.892",0x83D007,ch1,Receive,0x0544,Data,Standard,0x06,x| 00 00 00 00 00 F5 
00398,="23:43:17.911",0x83F831,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00399,="23:43:18.932",0x84207E,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00400,="23:43:18.932",0x842081,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 26 0E 91 
00401,="23:43:18.961",0x8420B3,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 26 0E 75 26 FF 
00402,="23:43:18.961",0x8420B8,ch1,Receive,0x0544,Data,Standard,0x08,x| FF B0 17 00 00 88 10 58 
00403,="23:43:18.961",0x8420BB,ch1,Receive,0x0544,Data,Standard,0x04,x| 02 38 01 1D 
00404,="23:43:19.983",0x8448CA,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00405,="23:43:21.001",0x847117,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00406,="23:43:22.052",0x849964,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00407,="23:43:23.072",0x84C1B1,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00408,="23:43:23.072",0x84C1B5,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 16 10 83 
00409,="23:43:23.072",0x84C1BC,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 16 10 20 00 00 
00410,="23:43:23.072",0x84C1C1,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00411,="23:43:23.072",0x84C1C5,ch1,Receive,0x0544,Data,Standard,0x06,x| 00 00 00 00 00 A4 
00412,="23:43:24.121",0x84E9FD,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00413,="23:43:25.142",0x85124A,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00414,="23:43:25.142",0x85124E,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 08 20 85 
00415,="23:43:25.142",0x851257,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 08 20 12 11 12 
00416,="23:43:25.142",0x85125B,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 12 12 13 00 00 00 00 
00417,="23:43:25.142",0x851261,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00418,="23:43:25.142",0x851266,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00419,="23:43:25.142",0x85126A,ch1,Receive,0x0544,Data,Standard,0x06,x| 00 00 00 00 00 F2 
00420,="23:43:26.163",0x853A97,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00421,="23:43:27.211",0x8562E4,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00422,="23:43:27.211",0x8562E8,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 09 04 6A 
00423,="23:43:27.211",0x8562ED,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 09 04 C0 3F 01 
00424,="23:43:27.211",0x8562F0,ch1,Receive,0x0544,Data,Standard,0x02,x| 00 6B 
00425,="23:43:28.231",0x858B30,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00426,="23:43:28.231",0x858B34,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 0A 04 6B 
00427,="23:43:28.231",0x858B43,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 0A 04 F4 FF FF 
00428,="23:43:28.231",0x858B45,ch1,Receive,0x0544,Data,Standard,0x02,x| FF 5D 
00429,="23:43:29.281",0x85B37D,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00430,="23:43:29.281",0x85B381,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 0D 04 6E 
00431,="23:43:29.281",0x85B38F,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 0D 04 61 00 00 
00432,="23:43:29.281",0x85B391,ch1,Receive,0x0544,Data,Standard,0x02,x| 00 D0 
00433,="23:43:30.301",0x85DBCA,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00434,="23:43:31.353",0x860417,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00435,="23:43:32.371",0x862C64,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00436,="23:43:33.421",0x8654B0,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00437,="23:43:33.421",0x8654B4,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 0E 04 6F 
00438,="23:43:33.421",0x8654BF,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 0E 04 64 00 00 
00439,="23:43:33.421",0x8654C2,ch1,Receive,0x0544,Data,Standard,0x02,x| 00 D4 
00440,="23:43:34.441",0x867CFD,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00441,="23:43:35.462",0x86A54A,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00442,="23:43:35.462",0x86A54E,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 24 20 A1 
00443,="23:43:35.462",0x86A558,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 24 20 FB 0F F9 
00444,="23:43:35.462",0x86A55D,ch1,Receive,0x0544,Data,Standard,0x08,x| 0F F9 0F FC 0F FC 0F FA 
00445,="23:43:35.462",0x86A562,ch1,Receive,0x0544,Data,Standard,0x08,x| 0F F3 0F FB 0F FB 0F FB 
00446,="23:43:35.462",0x86A567,ch1,Receive,0x0544,Data,Standard,0x08,x| 0F F7 0F FC 0F FC 0F FC 
00447,="23:43:35.462",0x86A56B,ch1,Receive,0x0544,Data,Standard,0x06,x| 0F FD 0F 01 10 3F 
00448,="23:43:36.512",0x86CD97,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00449,="23:43:37.532",0x86F5E3,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00450,="23:43:37.532",0x86F5E7,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 25 20 A2 
00451,="23:43:37.532",0x86F5F1,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 25 20 06 10 06 
00452,="23:43:37.532",0x86F5F6,ch1,Receive,0x0544,Data,Standard,0x08,x| 10 03 10 05 10 00 00 00 
00453,="23:43:37.532",0x86F5FB,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00454,="23:43:37.532",0x86F600,ch1,Receive,0x0544,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00455,="23:43:37.532",0x86F604,ch1,Receive,0x0544,Data,Standard,0x06,x| 00 00 00 00 00 F7 
00456,="23:43:38.582",0x871E30,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00457,="23:43:39.601",0x87467D,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00458,="23:43:39.601",0x874681,ch1,Receive,0x0528,Data,Standard,0x06,x| 46 16 01 26 0E 91 
00459,="23:43:39.601",0x874689,ch1,Receive,0x0544,Data,Standard,0x08,x| 47 16 01 26 0E 75 26 FF 
00460,="23:43:39.601",0x87468E,ch1,Receive,0x0544,Data,Standard,0x08,x| FF B0 17 00 00 88 10 58 
00461,="23:43:39.601",0x874691,ch1,Receive,0x0544,Data,Standard,0x04,x| 02 38 01 1D 
00462,="23:43:40.651",0x876ECA,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
00463,="23:43:41.671",0x879717,ch1,Receive,0x0123,Data,Standard,0x01,x| AA 
